index,codigo,detalle_url,entidad,objeto,estado,ubicacion,presupuesto,fecha_publicacion,semestre,cum_id,principio_activo,forma_farmaceutica,concentracion,presentacion,cantidad,precio_referencial,subtotal,proveedor_adjudicado,valor_adjudicado,fecha_adjudicacion,contrato
85,SICM-449-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=LDjkNrLQQyb7W3ZdWNnHyQzKKJKfa3WHDhGGYA79Tlw,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: RISPERIDONA - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 25 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES CON DISOLVENTE,Adjudicado oferente ganador,PICHINCHA / QUITO,$85.73708,2022-06-21 08:00:00,First 2022,N05AX08SPR157X0,Risperidona,Sólido parenteral,25 mg,Caja x vial(es) con disolvente,6737.0,USD 85.737080,"USD 577,610.707960",FARMABION DEL ECUADOR C.A.,USD 65.000000,2022-10-07 17:00:17,SI
88,SICM-452-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=Jq4DcvHlhwAKoTD9jP6QFK6NQeEg9l-eMHFg3zxPW58,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: SUGAMMADEX - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 100 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES X 5 ML,Adjudicado otros oferentes,PICHINCHA / QUITO,$83.50000,2022-06-21 08:00:00,First 2022,V03AB35LPR088V5,Sugammadex,Líquido parenteral,100 mg/mL,Caja x vial(es) x 5 mL,4736.0,USD 83.500000,"USD 395,456.000000",NOVARTIS ECUADOR S.A.,USD 53.980000,2022-10-20 11:53:11,SI
89,SICM-453-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=3Evxx-rYRyXr_kY2aTfE-p7-8n_H6Mbk78HSAhT9_qc,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: SULFATO DE ZINC - FORMA FARMACÉUTICA: LÍQUIDO ORAL - CONCENTRACIÓN: 2 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X FRASCO X 60 ML MÍNIMO,Adjudicado otros oferentes,PICHINCHA / QUITO,$3.58000,2022-06-21 08:00:00,First 2022,A12CB01LOR130X0,Sulfato de zinc,Líquido oral,2 mg/mL,Caja x frasco x 60 mL (mínimo),109395.0,USD 3.580000,"USD 391,634.100000",SERES LABORATORIO FARMACEUTICO S.A.,USD 2.900000,2023-03-27 08:17:25,SI
91,SICM-410-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=VMcI0eq73yPQB9qqGttk4tlorV2T045TyPqO4sF_8-4,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: CLINDAMICINA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 300 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado otros oferentes,PICHINCHA / QUITO,$0.09796,2022-06-20 08:00:00,First 2022,J01FF01SOR186X0,Clindamicina,Sólido oral,300 mg,Caja x blíster/ristra,6295004.0,USD 0.097964,"USD 616,683.771856",FARMAYALA PHARMACEUTICAL COMPANY S.A. FPC,USD 0.096014,2022-12-08 16:35:15,SI
92,SICM-411-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=vLoF2EnYutPRS2E-z9UyUxdKEhb9FskqxgMl3bCImrM,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: ESPIRONOLACTONA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 100 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.18735,2022-06-20 08:00:00,First 2022,C03DA01SOR083X0,Espironolactona,Sólido oral,100 mg,Caja x blíster/ristra,4533984.0,USD 0.187346,"USD 849,423.766464",LABORATORIOS LACFARMA S.A.,USD 0.062000,2022-10-07 09:00:20,SI
94,SICM-424-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=1mz2bK48ZtXxjRoeu827fF9Sl432Dzg_fPFPxLLepB4,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: DESMOPRESINA - FORMA FARMACÉUTICA: LÍQUIDO PARA INHALACIÓN - CONCENTRACIÓN: 100 MCG/ML - PRESENTACIÓN COMERCIAL: CAJA X FRASCO SPRAY,Adjudicado otros oferentes,PICHINCHA / QUITO,$48.77622,2022-06-20 08:00:00,First 2022,H01BA02LIH074X0,Desmopresina,Líquido para inhalación,100 mcg/mL,Caja x frasco spray,10325.0,USD 48.776218,"USD 503,614.450850",PIGMALION PHARMA LABORATORIOS PPH S.A.,USD 40.000000,2023-08-22 16:15:29,SI
97,SICM-425-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=LeRJFgQru58KR4WUY-zCP9NFo2Qvxm9j6wdsmxr5iWE,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: ERITROPOYETINA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL / SÓLIDO PARENTERAL - CONCENTRACIÓN: 10 000 UI - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES + DISOLVENTE / CAJA X JERINGA-S PRELLENADA-S,Adjudicado oferente ganador,PICHINCHA / QUITO,$14.77676,2022-06-20 08:00:00,First 2022,B03XA01LSP080X0,Eritropoyetina,Líquido parenteral o sólido parenteral,10 000 UI,Caja x vial(es) + disolvente - Caja x jeringa(s) prellenada(s),124608.0,USD 14.776759,"USD 1,841,302.385472",LETERAGO DEL ECUADOR S.A,USD 9.670000,2022-10-06 11:58:52,SI
99,SICM-416-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=KI828GFQpktMe46rcEcm2tyOc9v5HRn15Hn37DO_PEc,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: AMINOFILINA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 25 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S X 10 ML,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.32316,2022-06-20 08:00:00,First 2022,R03DA05LPR160A9,Aminofilina,Líquido parenteral,25 mg/mL,Caja x ampolla(s) x 10 mL,126625.0,USD 0.323155,"USD 40,919.501875",SICMAFARMA ECUADOR S.A.,USD 0.290000,2022-09-05 12:57:15,SI
103,SICM-427-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=RBPmZ2VYuKINKFQH9mYaMPcqSztX4ozO_oB9m3KkFXQ,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: FLUOROURACILO - FORMA FARMACÉUTICA: SEMISÓLIDO CUTÁNEO - CONCENTRACIÓN: 5 % - PRESENTACIÓN COMERCIAL: CAJA X TUBO X 30 G MÍNIMO,Adjudicado oferente ganador,PICHINCHA / QUITO,$15.00000,2022-06-20 08:00:00,First 2022,L01BC02SSC220X0,Fluorouracilo,Semisólido cutáneo,5 %,Caja x tubo x 30 g (mínimo),10218.0,USD 15.000000,"USD 153,270.000000",FARMABION DEL ECUADOR C.A.,USD 14.000000,2022-09-06 16:38:29,SI
105,SICM-428-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=qNYvn5Ebtyq1X3ASUUi8ShnVNtVCCDkv_tYkZ_Qbz3k,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: INFLIXIMAB - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 100 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES CON DILUYENTE / CAJA X VIAL-ES,Adjudicado oferente ganador,PICHINCHA / QUITO,$336.08127,2022-06-20 08:00:00,First 2022,L04AB02SPR083X0,Infliximab,Sólido parenteral,100 mg,Caja x vial(es) con diluyente - Caja x vial(es),32466.0,USD 336.081273,"USD 10,911,214.609218",PFIZER CIA. LTDA.,USD 80.000000,2022-09-05 13:30:35,SI
108,SICM-421-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=FfOmkHDrxzeAVi02dI_gyc-kXh5EOBUu74kli2PkiXw,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: BUPIVACAÍNA HIPERBÁRICA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 0,5 % - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S X 4 ML",Adjudicado otros oferentes,PICHINCHA / QUITO,$1.55000,2022-06-20 08:00:00,First 2022,N01BB51LPR041A7,Bupivacaína hiperbárica,Líquido parenteral,"0,5 %",Caja x ampolla(s) x 4 mL,141962.0,USD 1.550000,"USD 220,041.100000",DISTRIBUIDORA DE MEDICAMENTOS DISPRESFARMA CIA. LTDA.,USD 0.900000,2022-10-20 17:18:52,SI
111,SICM-430-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=Jhx3llYS6FoScGirhaeuh2EoeT5Xjabx-rBfjDAiUJA,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: LEVETIRACETAM - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 100 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES X 5 ML,Adjudicado otros oferentes,PICHINCHA / QUITO,$7.50000,2022-06-20 08:00:00,First 2022,N03AX14LPR088V5,Levetiracetam,Líquido parenteral,100 mg/mL,Caja x vial(es) x 5 mL,17610.0,USD 7.500000,"USD 132,075.000000",GLAXOSMITHKLINE ECUADOR S A,USD 5.002500,2022-10-20 11:10:36,SI
113,SICM-432-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=lZqmJ3SKr900nPPYiYNw3RKP4duD5mUbo7k3MFI_qp4,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: LEVOTIROXINA SÓDICA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 112 MCG / 0,112 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA",Adjudicado oferente ganador,PICHINCHA / QUITO,$0.08000,2022-06-20 08:00:00,First 2022,H03AA01SOR027X0,Levotiroxina sódica,Sólido oral,"112 mcg (0,112 mg)",Caja x blíster/ristra,500509.0,USD 0.080000,"USD 40,040.720000",MERCK C.A.,USD 0.070000,2022-09-05 13:35:42,SI
118,SICM-437-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=mphoXlky47pipUsZpkAocbKLdFQ5oQQ66WtLrhAsV5I,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: MERCAPTOPURINA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 50 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA/FRASCO DOSIS PERSONAL, NO ENVASE HOSPITALARIO",Adjudicado oferente ganador,PICHINCHA / QUITO,$0.50000,2022-06-20 08:00:00,First 2022,L01BB02SOR235X0,Mercaptopurina,Sólido oral,50 mg,"Caja x blíster/ristra/frasco dosis personal, no envase hospitalario.",245223.0,USD 0.500000,"USD 122,611.500000",CEDIMED CIA. LTDA.,USD 0.240000,2022-10-11 13:31:03,SI
121,SICM-395-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=5jA4rTA71S7IlEUGsERH0QtOzWVMiYHFYC1-eXBsGSw,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: PRODUCTOS CON ZINC - FORMA FARMACÉUTICA: SEMISÓLIDO CUTÁNEO - CONCENTRACIÓN: NO DEFINIDO - PRESENTACIÓN COMERCIAL: CAJA X TUBO X 30 G -MÍNIMO-,Adjudicado oferente ganador,PICHINCHA / QUITO,$1.10000,2022-05-27 08:00:00,First 2022,D02AB01SSC000X0,Productos con zinc,Semisólido cutáneo,No definido,Caja x tubo x 30 g (mínimo),553632.0,USD 1.100000,"USD 608,995.200000",FARMABION DEL ECUADOR C.A.,USD 0.614000,2022-09-05 13:37:05,SI
125,SICM-399-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=8hELZ3zZ2zuPgDLzVmUuW67l7HLC5YEPxgUYyeBSqeg,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: RIVAROXABÁN - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 15 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.88000,2022-05-27 08:00:00,First 2022,B01AF01SOR107X0,Rivaroxabán,Sólido oral,15 mg,Caja x blíster/ristra,490093.0,USD 0.880000,"USD 431,281.840000",FARMABION DEL ECUADOR C.A.,USD 0.180000,2022-09-21 12:50:38,SI
127,SICM-401-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=6jRpv0BXs9fa2fqfSXpsVSpMtwgkNWS2fCtuWheBdLw,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: SEVOFLURANO - FORMA FARMACÉUTICA: LÍQUIDO PARA INHALACIÓN - CONCENTRACIÓN: 1 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X FRASCO X 250 ML,Adjudicado otros oferentes,PICHINCHA / QUITO,$54.00000,2022-05-27 08:00:00,First 2022,N01AB08LIH056D5,Sevoflurano,Líquido para inhalación,1 mg/mL,Caja x frasco x 250 mL,146530.0,USD 54.000000,"USD 7,912,620.000000",LABORATORIOS LACFARMA S.A.,USD 41.970000,2022-12-14 13:03:01,SI
130,SICM-404-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=_O9jYxiPNpbgEDv4jgozSopZftBDpxuhDZlUZQRix60,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: TIROFIBÁN - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 0,25 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES- X 50 ML",Adjudicado oferente ganador,PICHINCHA / QUITO,$132.25228,2022-05-27 08:00:00,First 2022,B01AC17LPR036W1,Tirofibán,Líquido parenteral,"0,25 mg/mL",Caja x vial(es) x 50 mL,1098.0,USD 132.252278,"USD 145,213.001244",NEOETHICALS CIA. LTDA.,USD 60.000000,2022-09-05 16:15:52,SI
131,SICM-405-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=XheOE5Ixfbq_G0wO-TcSsJKy0kS1wSzu1XHBJHqucsU,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: TOBRAMICINA - FORMA FARMACÉUTICA: SEMISÓLIDO OFTÁLMICO - CONCENTRACIÓN: 0,3 % - PRESENTACIÓN COMERCIAL: CAJA X TUBO X 5 G",Adjudicado oferente ganador,PICHINCHA / QUITO,$1.36771,2022-05-27 08:00:00,First 2022,S01AA12SSO037T2,Tobramicina,Semisólido oftálmico,"0,3 %",Caja x tubo x 5 g,123850.0,USD 1.367710,"USD 169,390.883500",PHARMABRAND S.A.,USD 1.259000,2022-09-05 16:20:53,SI
133,SICM-407-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=YkiBn-hpEdTW3lccHzzOEA1MikFT4DcnmfT77m0m7xE,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: TRAMADOL - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 50 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S- X 2 ML,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.16000,2022-05-27 08:00:00,First 2022,N02AX02LPR239A4,Tramadol,Líquido parenteral,50 mg/mL,Caja x ampolla(s) x 2 mL,5150444.0,USD 0.160000,"USD 824,071.040000",PHARMABRAND S.A.,USD 0.112000,2022-09-05 10:55:57,SI
134,SICM-408-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=E72aA3sDBOlp9rs0Ah81o-OgIv6BhjC2SCiSK3ZMThs,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: ACETILCISTEÍNA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 100 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S- X 3 ML,Adjudicado otros oferentes,PICHINCHA / QUITO,$0.55542,2022-05-27 08:00:00,First 2022,V03AB23LPR088A6,Acetilcisteína,Líquido parenteral,100 mg/mL,Caja x ampolla(s) x 3 mL,2699531.0,USD 0.555423,"USD 1,499,381.606613",NUÑEZ PEREZ RICHARD MARCELO,USD 0.540000,2023-01-04 17:26:39,SI
137,SICM-381-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=lyFcBzI0rOdvmx5Kc783ISQrMnTB_zD7RBbRkWLzBJc,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: LEVONORGESTREL  - FORMA FARMACÉUTICA: SÓLIDO ORAL  - CONCENTRACIÓN:1,5 MG  - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA",Adjudicado oferente ganador,PICHINCHA / QUITO,$0.40000,2022-05-27 08:00:00,First 2022,G03AD01SOR060X0,Levonorgestrel,Sólido oral,"1,5 mg",Caja x blíster/ristra,377347.0,USD 0.400000,"USD 150,938.800000",LABORATORIOS LACFARMA S.A.,USD 0.217000,2022-09-05 14:28:42,SI
139,SICM-383-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=A6PfXwy9AwSLzVaiXbqEEsL1_jHPlsm70Cc7QS5Wh4s,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: LEVONORGESTREL - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 0,030 MG - PRESENTACIÓN COMERCIAL: CAJA X BLISTER/RISTRA -CICLO-",Adjudicado oferente ganador,PICHINCHA / QUITO,$0.07990,2022-05-27 08:00:00,First 2022,G03AC03SOR017X0,Levonorgestrel,Sólido oral,"0,030 mg",Caja x blister/ristra (ciclo),409586.0,USD 0.079900,"USD 32,725.921400",BIOTECNOLOGIA Y MEDICINA BIOAMIGA CIA. LTDA.,USD 0.065500,2022-09-05 14:32:32,SI
140,SICM-384-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=Eqcef0vwugAlvSJZqSdnBu9C6YuAGMwBvgSjsExGx4Y,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: LEVONORGESTREL + ETINILESTRADIOL - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 150 MCG + 30 MCG - PRESENTACIÓN COMERCIAL: CAJA X BLISTER/RISTRA -CICLO-,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.07000,2022-05-27 08:00:00,First 2022,G03AA07SOR111X0,Levonorgestrel + Etinilestradiol,Sólido oral,150 mcg + 30 mcg,Caja x blister/ristra (ciclo),2389705.0,USD 0.070000,"USD 167,279.350000",BIOTECNOLOGIA Y MEDICINA BIOAMIGA CIA. LTDA.,USD 0.045500,2022-09-05 14:36:25,SI
143,SICM-387-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=R1YnZYHp67IE5weCeq4QxWhoA3TvKpw8izuzcksAEc0,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: METILPREDNISOLONA -SUCCINATO- - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 125 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES- CON DISOLVENTE,Adjudicado otros oferentes,PICHINCHA / QUITO,$3.00000,2022-05-27 08:00:00,First 2022,H02AB04SPR099X0,Metilprednisolona succinato,Sólido parenteral,125 mg,Caja x vial(es) con disolvente,348966.0,USD 3.000000,"USD 1,046,898.000000",NUÑEZ PEREZ RICHARD MARCELO,USD 2.300000,2023-02-15 13:41:23,SI
144,SICM-388-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=tfkQ76WEcjUMneITFYLVjAbwN9RZn-5WYeoZq_9pe54,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: METILPREDNISOLONA -SUCCINATO- - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 500 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES- CON DISOLVENTE,Adjudicado otros oferentes,PICHINCHA / QUITO,$8.15582,2022-05-27 08:00:00,First 2022,H02AB04SPR241X0,Metilprednisolona succinato,Sólido parenteral,500 mg,Caja x vial(es) con disolvente,156484.0,USD 8.155817,"USD 1,276,254.867428",FARMABION DEL ECUADOR C.A.,USD 4.212000,2023-01-31 16:13:29,SI
145,SICM-389-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=R7M8umvlkgZkpxmwozGpIZvYuWdjl-ZbRpctJAX29tU,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: METOCLOPRAMIDA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 5 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S- X 2 ML,Adjudicado otros oferentes,PICHINCHA / QUITO,$0.10026,2022-05-27 08:00:00,First 2022,A03FA01LPR225A4,Metoclopramida,Líquido parenteral,5 mg/mL,Caja x ampolla(s) x 2 mL,5821052.0,USD 0.100257,"USD 583,601.210364",TOTALCARE PHARMA S.A.,USD 0.065000,2022-11-23 15:37:24,SI
148,SICM-392-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=pq4HDMPyHPmTJkEl1Q4qvOxnj4lzvCjEerNlcviHKbw,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: NALOXONA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 0,4 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S- X 1 ML",Adjudicado otros oferentes,PICHINCHA / QUITO,$8.17777,2022-05-27 08:00:00,First 2022,V03AB15LPR040A3,Naloxona,Líquido parenteral,"0,4 mg/mL",Caja x ampolla(s) x 1 mL,40629.0,USD 8.177768,"USD 332,254.536072",SOULPHARMA CIA LTDA,USD 6.480000,2022-10-20 12:27:57,SI
150,SICM-364-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=vvaycE8EaENAdSZF4AADukB4ibKJGgdt5MLN2RNbpEY,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: FITOMENADIONA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 10 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLAS X 1 ML,Adjudicado otros oferentes,PICHINCHA / QUITO,$0.27000,2022-05-26 08:00:00,First 2022,B02BA01LPR077A3,Fitomenadiona,Líquido parenteral,10 mg/mL,Caja x ampolla(s) x 1 mL,771037.0,USD 0.270000,"USD 208,179.990000",SICMAFARMA ECUADOR S.A.,USD 0.240000,2023-02-10 16:02:29,SI
151,SICM-349-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=s_7L-NTWZ2jIo4GOZWzp72-WCblhT8KRUQDZ9xs3DGI,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: DEXAMETASONA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 8 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.16532,2022-05-26 08:00:00,First 2022,H02AB02SOR275X0,Dexametasona,Sólido oral,8 mg,Caja x blíster/ristra,81088.0,USD 0.165315,"USD 13,405.062720",FARMABION DEL ECUADOR C.A.,USD 0.140000,2022-10-07 15:07:14,SI
153,SICM-351-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=Zh3PlmjQym_68weSK2IRnDow-HiBTBBtqOlYtO5SrJg,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: DICLOFENACO - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 25 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLAS X 3 ML,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.09000,2022-05-26 08:00:00,First 2022,M01AB05LPR160A6,Diclofenaco,Líquido parenteral,25 mg/mL,Caja x ampolla(s) x 3 mL,12193534.0,USD 0.090000,"USD 1,097,418.060000",CORPORACION MAGMA ECUADOR S.A,USD 0.048290,2022-10-11 09:49:32,SI
160,SICM-368-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=Fo7wyrJdQsJKZRT2Y9zh1I_FE85lQR7db-MaLE3rXks,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: FUROSEMIDA  - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL  - CONCENTRACIÓN: 10 MG/ML 20 MG/2 ML  - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S-,Adjudicado otros oferentes,PICHINCHA / QUITO,$0.15100,2022-05-26 08:00:00,First 2022,C03CA01LPR363X0,Furosemida,Líquido parenteral,10 mg/mL (20 mg/2 mL),Caja x ampolla(s),3214840.0,USD 0.151000,"USD 485,440.840000",FRESENIUS KABI S.A,USD 0.100000,2022-12-08 16:27:56,SI
